Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9UHI5	LAT2_HUMAN	reviewed	Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (hLAT2) (Solute carrier family 7 member 8)	SLC7A8 LAT2	Homo sapiens (Human)	535
Q6XZB0	LIPI_HUMAN	reviewed	Lipase member I (LIPI) (EC 3.1.1.-) (Cancer/testis antigen 17) (CT17) (LPD lipase) (Membrane-associated phosphatidic acid-selective phospholipase A1-beta) (mPA-PLA1 beta)	LIPI LPDL PRED5	Homo sapiens (Human)	460
P59901	LIRA4_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily A member 4 (CD85 antigen-like family member G) (Immunoglobulin-like transcript 7) (ILT-7) (CD antigen CD85g)	LILRA4 ILT7	Homo sapiens (Human)	499
P01594	KV133_HUMAN	reviewed	Immunoglobulin kappa variable 1-33 (Ig kappa chain V-I region AU) (Ig kappa chain V-I region Ka)	IGKV1-33	Homo sapiens (Human)	117
P04433	KV311_HUMAN	reviewed	Immunoglobulin kappa variable 3-11 (Ig kappa chain V-III region VG)	IGKV3-11	Homo sapiens (Human)	115
P06312	KV401_HUMAN	reviewed	Immunoglobulin kappa variable 4-1 (Ig kappa chain V-IV region B17) (Ig kappa chain V-IV region JI) (Ig kappa chain V-IV region Len) (Ig kappa chain V-IV region STH)	IGKV4-1	Homo sapiens (Human)	121
Q13094	LCP2_HUMAN	reviewed	Lymphocyte cytosolic protein 2 (SH2 domain-containing leukocyte protein of 76 kDa) (SLP-76 tyrosine phosphoprotein) (SLP76)	LCP2	Homo sapiens (Human)	533
P01611	KVD12_HUMAN	reviewed	Immunoglobulin kappa variable 1D-12 (Ig kappa chain V-I region Wes)	IGKV1D-12	Homo sapiens (Human)	117
P01601	KVD16_HUMAN	reviewed	Immunoglobulin kappa variable 1D-16 (Ig kappa chain V-I region HK146) (Ig kappa chain V-I region HK189) (Fragment)	IGKV1D-16	Homo sapiens (Human)	117
P01614	KVD40_HUMAN	reviewed	Immunoglobulin kappa variable 2D-40 (Ig kappa chain V-II region Cum)	IGKV2D-40	Homo sapiens (Human)	121
P0CF74	LAC6_HUMAN	reviewed	Ig lambda-6 chain C region	IGLC6	Homo sapiens (Human)	106
P06239	LCK_HUMAN	reviewed	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	Homo sapiens (Human)	509
P06310	KV230_HUMAN	reviewed	Immunoglobulin kappa variable 2-30 (Ig kappa chain V-II region RPMI 6410)	IGKV2-30	Homo sapiens (Human)	120
P01615	KVD28_HUMAN	reviewed	Immunoglobulin kappa variable 2D-28 (Ig kappa chain V-II region FR) (Ig kappa chain V-II region GM607) (Ig kappa chain V-II region MIL) (Ig kappa chain V-II region TEW)	IGKV2D-28	Homo sapiens (Human)	120
P04432	KVD39_HUMAN	reviewed	Immunoglobulin kappa variable 1D-39 (Ig kappa chain V-I region Daudi)	IGKV1D-39	Homo sapiens (Human)	117
O43561	LAT_HUMAN	reviewed	Linker for activation of T-cells family member 1 (36 kDa phospho-tyrosine adapter protein) (pp36) (p36-38)	LAT	Homo sapiens (Human)	262
O75023	LIRB5_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily B member 5 (CD85 antigen-like family member C) (Leukocyte immunoglobulin-like receptor 8) (LIR-8) (CD antigen CD85c)	LILRB5 LIR8	Homo sapiens (Human)	590
O95711	LY86_HUMAN	reviewed	Lymphocyte antigen 86 (Ly-86) (Protein MD-1)	LY86 MD1	Homo sapiens (Human)	162
P01701	LV151_HUMAN	reviewed	Immunoglobulin lambda variable 1-51 (Ig lambda chain V-I region BL2) (Ig lambda chain V-I region EPS) (Ig lambda chain V-I region NEW) (Ig lambda chain V-I region NIG-64)	IGLV1-51	Homo sapiens (Human)	117
P01715	LV301_HUMAN	reviewed	Immunoglobulin lambda variable 3-1 (Ig lambda chain V-IV region Bau) (Ig lambda chain V-IV region MOL) (Ig lambda chain V-IV region X)	IGLV3-1	Homo sapiens (Human)	115
P01718	LV327_HUMAN	reviewed	Immunoglobulin lambda variable 3-27 (Ig lambda chain V-IV region Kern)	IGLV3-27	Homo sapiens (Human)	113
P01703	LV140_HUMAN	reviewed	Immunoglobulin lambda variable 1-40 (Ig lambda chain V-I region NEWM)	IGLV1-40	Homo sapiens (Human)	118
P01705	LV223_HUMAN	reviewed	Immunoglobulin lambda variable 2-23 (Ig lambda chain V-II region NEI)	IGLV2-23	Homo sapiens (Human)	113
Q9H400	LIME1_HUMAN	reviewed	Lck-interacting transmembrane adapter 1 (Lck-interacting membrane protein) (Lck-interacting molecule)	LIME1 LIME LP8067	Homo sapiens (Human)	295
O75019	LIRA1_HUMAN	reviewed	Leukocyte immunoglobulin-like receptor subfamily A member 1 (CD85 antigen-like family member I) (Leukocyte immunoglobulin-like receptor 6) (LIR-6) (CD antigen CD85i)	LILRA1 LIR6	Homo sapiens (Human)	489
O94822	LTN1_HUMAN	reviewed	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294)	LTN1 C21orf10 C21orf98 KIAA0714 RNF160 ZNF294 HSPC087	Homo sapiens (Human)	1766
P01699	LV144_HUMAN	reviewed	Immunoglobulin lambda variable 1-44 (Ig lambda chain V-I region MEM) (Ig lambda chain V-I region VOR)	IGLV1-44	Homo sapiens (Human)	117
P01706	LV211_HUMAN	reviewed	Immunoglobulin lambda variable 2-11 (Ig gamma lambda chain V-II region DOT) (Ig lambda chain V-II region BOH) (Ig lambda chain V-II region BUR) (Ig lambda chain V-II region NIG-58) (Ig lambda chain V-II region TRO) (Ig lambda chain V-II region WIN)	IGLV2-11	Homo sapiens (Human)	119
P01721	LV657_HUMAN	reviewed	Immunoglobulin lambda variable 6-57 (Ig lambda chain V-VI region AR) (Ig lambda chain V-VI region EB4) (Ig lambda chain V-VI region NIG-48) (Ig lambda chain V-VI region SUT) (Ig lambda chain V-VI region WLT)	IGLV6-57	Homo sapiens (Human)	117
Q14210	LY6D_HUMAN	reviewed	Lymphocyte antigen 6D (Ly-6D) (E48 antigen)	LY6D E48	Homo sapiens (Human)	128
Q96PG2	M4A10_HUMAN	reviewed	Membrane-spanning 4-domains subfamily A member 10 (CD20 antigen-like 7)	MS4A10 CD20L7 MS4A9	Homo sapiens (Human)	267
Q9H2W1	M4A6A_HUMAN	reviewed	Membrane-spanning 4-domains subfamily A member 6A (CD20 antigen-like 3) (Four-span transmembrane protein 3)	MS4A6A 4SPAN3 CD20L3 MS4A6 CDA01 MSTP090	Homo sapiens (Human)	248
P01700	LV147_HUMAN	reviewed	Immunoglobulin lambda variable 1-47 (Ig lambda chain V-I region HA) (Ig lambda chain V-I region WAH)	IGLV1-47	Homo sapiens (Human)	117
P01709	LV208_HUMAN	reviewed	Immunoglobulin lambda variable 2-8 (Ig lambda chain V-II region BO) (Ig lambda chain V-II region MGC)	IGLV2-8	Homo sapiens (Human)	118
P01704	LV214_HUMAN	reviewed	Immunoglobulin lambda variable 2-14 (Ig lambda chain V-II region NIG-84) (Ig lambda chain V-II region TOG) (Ig lambda chain V-II region VIL)	IGLV2-14	Homo sapiens (Human)	120
P01714	LV319_HUMAN	reviewed	Immunoglobulin lambda variable 3-19 (Ig lambda chain V-III region SH)	IGLV3-19	Homo sapiens (Human)	112
P01717	LV325_HUMAN	reviewed	Immunoglobulin lambda variable 3-25 (Ig lambda chain V-IV region Hil)	IGLV3-25	Homo sapiens (Human)	112
P04211	LV743_HUMAN	reviewed	Immunoglobulin lambda variable 7-43 (Ig lambda chain V region 4A)	IGLV7-43	Homo sapiens (Human)	117
Q9Y6Y9	LY96_HUMAN	reviewed	Lymphocyte antigen 96 (Ly-96) (ESOP-1) (Protein MD-2)	LY96 ESOP1 MD2	Homo sapiens (Human)	160
P80748	LV321_HUMAN	reviewed	Immunoglobulin lambda variable 3-21 (Ig lambda chain V-III region LOI) (Ig lambda chain V-V region DEL) (Ig lambda chain V-VII region MOT)	IGLV3-21	Homo sapiens (Human)	117
Q6UXB3	LYPD2_HUMAN	reviewed	Ly6/PLAUR domain-containing protein 2	LYPD2 LYPDC2 UNQ430/PRO788	Homo sapiens (Human)	125
Q6UWN5	LYPD5_HUMAN	reviewed	Ly6/PLAUR domain-containing protein 5	LYPD5 UNQ1908/PRO4356	Homo sapiens (Human)	251
Q96JQ5	M4A4A_HUMAN	reviewed	Membrane-spanning 4-domains subfamily A member 4A (CD20 antigen-like 1) (Four-span transmembrane protein 1)	MS4A4A 4SPAN1 CD20L1 MS4A4 HDCME31P	Homo sapiens (Human)	239
P48740	MASP1_HUMAN	reviewed	Mannan-binding lectin serine protease 1 (EC 3.4.21.-) (Complement factor MASP-3) (Complement-activating component of Ra-reactive factor) (Mannose-binding lectin-associated serine protease 1) (MASP-1) (Mannose-binding protein-associated serine protease) (Ra-reactive factor serine protease p100) (RaRF) (Serine protease 5) [Cleaved into: Mannan-binding lectin serine protease 1 heavy chain; Mannan-binding lectin serine protease 1 light chain]	MASP1 CRARF CRARF1 PRSS5	Homo sapiens (Human)	699
P11226	MBL2_HUMAN	reviewed	Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin)	MBL2 COLEC1 MBL	Homo sapiens (Human)	248
Q16655	MAR1_HUMAN	reviewed	Melanoma antigen recognized by T-cells 1 (MART-1) (Antigen LB39-AA) (Antigen SK29-AA) (Protein Melan-A)	MLANA MART1	Homo sapiens (Human)	118
Q8TCQ1	MARH1_HUMAN	reviewed	E3 ubiquitin-protein ligase MARCH1 (EC 2.3.2.27) (Membrane-associated RING finger protein 1) (Membrane-associated RING-CH protein I) (MARCH-I) (RING finger protein 171) (RING-type E3 ubiquitin transferase MARCH1)	MARCH1 RNF171	Homo sapiens (Human)	289
Q29983	MICA_HUMAN	reviewed	MHC class I polypeptide-related sequence A (MIC-A)	MICA PERB11.1	Homo sapiens (Human)	383
P22897	MRC1_HUMAN	reviewed	Macrophage mannose receptor 1 (MMR) (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Human mannose receptor) (hMR) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206)	MRC1 CLEC13D CLEC13DL MRC1L1	Homo sapiens (Human)	1456
Q9H3V2	MS4A5_HUMAN	reviewed	Membrane-spanning 4-domains subfamily A member 5 (CD20 antigen-like 2) (Testis-expressed transmembrane protein 4)	MS4A5 CD20L2 TETM4	Homo sapiens (Human)	200
Q96HJ5	MS4A3_HUMAN	reviewed	Membrane-spanning 4-domains subfamily A member 3 (CD20 antigen-like protein) (Hematopoietic-specific transmembrane protein 4) (HTm4)	MS4A3 CD20L HTM4	Homo sapiens (Human)	214
Q9NQ35	NRIP3_HUMAN	reviewed	Nuclear receptor-interacting protein 3 (Sarcoma antigen NY-SAR-105)	NRIP3 C11orf14	Homo sapiens (Human)	241
P78380	OLR1_HUMAN	reviewed	"Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (C-type lectin domain family 8 member A) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (hLOX-1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]"	OLR1 CLEC8A LOX1	Homo sapiens (Human)	273
Q15116	PDCD1_HUMAN	reviewed	Programmed cell death protein 1 (Protein PD-1) (hPD-1) (CD antigen CD279)	PDCD1 PD1	Homo sapiens (Human)	288
Q9Y2S7	PDIP2_HUMAN	reviewed	Polymerase delta-interacting protein 2 (38 kDa DNA polymerase delta interaction protein) (p38)	POLDIP2 PDIP38 POLD4 HSPC017	Homo sapiens (Human)	368
O60437	PEPL_HUMAN	reviewed	Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein)	PPL KIAA0568	Homo sapiens (Human)	1756
P07202	PERT_HUMAN	reviewed	Thyroid peroxidase (TPO) (EC 1.11.1.8)	TPO	Homo sapiens (Human)	933
P27986	P85A_HUMAN	reviewed	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	Homo sapiens (Human)	724
Q8IV76	PASD1_HUMAN	reviewed	Circadian clock protein PASD1 (Cancer/testis antigen 63) (CT63) (OX-TES-1) (PAS domain-containing protein 1)	PASD1	Homo sapiens (Human)	773
Q53EL6	PDCD4_HUMAN	reviewed	Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a)	PDCD4 H731	Homo sapiens (Human)	469
Q9NZ53	PDXL2_HUMAN	reviewed	Podocalyxin-like protein 2 (Endoglycan)	PODXL2 UNQ1861/PRO3742	Homo sapiens (Human)	605
Q8NEN9	PDZD8_HUMAN	reviewed	PDZ domain-containing protein 8 (Sarcoma antigen NY-SAR-84/NY-SAR-104)	PDZD8 PDZK8	Homo sapiens (Human)	1154
Q9NWQ8	PHAG1_HUMAN	reviewed	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp)	PAG1 CBP PAG	Homo sapiens (Human)	432
P00747	PLMN_HUMAN	reviewed	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]"	PLG	Homo sapiens (Human)	810
O00329	PK3CD_HUMAN	reviewed	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)"	PIK3CD	Homo sapiens (Human)	1044
Q8NEY8	PPHLN_HUMAN	reviewed	Periphilin-1 (CDC7 expression repressor) (CR) (Gastric cancer antigen Ga50)	PPHLN1 HSPC206 HSPC232	Homo sapiens (Human)	458
Q9Y4G2	PKHM1_HUMAN	reviewed	Pleckstrin homology domain-containing family M member 1 (PH domain-containing family M member 1) (162 kDa adapter protein) (AP162)	PLEKHM1 KIAA0356	Homo sapiens (Human)	1056
P19174	PLCG1_HUMAN	reviewed	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)"	PLCG1 PLC1	Homo sapiens (Human)	1290
Q8TC59	PIWL2_HUMAN	reviewed	Piwi-like protein 2 (Cancer/testis antigen 80) (CT80)	PIWIL2 HILI	Homo sapiens (Human)	973
O00592	PODXL_HUMAN	reviewed	Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1)	PODXL PCLP PCLP1	Homo sapiens (Human)	558
P28062	PSB8_HUMAN	reviewed	Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i) (Really interesting new gene 10 protein)	PSMB8 LMP7 PSMB5i RING10 Y2	Homo sapiens (Human)	276
O75832	PSD10_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))	PSMD10	Homo sapiens (Human)	226
O00232	PSD12_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	PSMD12	Homo sapiens (Human)	456
Q9UL46	PSME2_HUMAN	reviewed	Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)	PSME2	Homo sapiens (Human)	239
P62195	PRS8_HUMAN	reviewed	26S protease regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG)	PSMC5 SUG1	Homo sapiens (Human)	406
P25786	PSA1_HUMAN	reviewed	Proteasome subunit alpha type-1 (EC 3.4.25.1) (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	PSMA1 HC2 NU PROS30 PSC2	Homo sapiens (Human)	263
P25789	PSA4_HUMAN	reviewed	Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261
P60900	PSA6_HUMAN	reviewed	Proteasome subunit alpha type-6 (EC 3.4.25.1) (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)	PSMA6 PROS27	Homo sapiens (Human)	246
P40306	PSB10_HUMAN	reviewed	Proteasome subunit beta type-10 (EC 3.4.25.1) (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i)	PSMB10 LMP10 MECL1	Homo sapiens (Human)	273
P20618	PSB1_HUMAN	reviewed	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	PSMB1 PSC5	Homo sapiens (Human)	241
P28072	PSB6_HUMAN	reviewed	Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y)	PSMB6 LMPY Y	Homo sapiens (Human)	239
Q99436	PSB7_HUMAN	reviewed	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)	PSMB7 Z	Homo sapiens (Human)	277
Q16401	PSMD5_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 5 (26S protease subunit S5 basic) (26S proteasome subunit S5B)	PSMD5 KIAA0072	Homo sapiens (Human)	504
O00233	PSMD9_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9	Homo sapiens (Human)	223
O75400	PR40A_HUMAN	reviewed	Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225	Homo sapiens (Human)	957
P43686	PRS6B_HUMAN	reviewed	26S protease regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	PSMC4 MIP224 TBP7	Homo sapiens (Human)	418
P28066	PSA5_HUMAN	reviewed	Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	PSMA5	Homo sapiens (Human)	241
O14818	PSA7_HUMAN	reviewed	Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1) (Proteasome subunit XAPC7)	PSMA7 HSPC	Homo sapiens (Human)	248
A5LHX3	PSB11_HUMAN	reviewed	Proteasome subunit beta type-11 (EC 3.4.25.1) (Proteasome subunit beta-5t)	PSMB11	Homo sapiens (Human)	300
O00231	PSD11_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422
O00487	PSDE_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310
Q99460	PSMD1_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)	PSMD1	Homo sapiens (Human)	953
Q15008	PSMD6_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (Breast cancer-associated protein SGA-113M) (Phosphonoformate immuno-associated protein 4) (Proteasome regulatory particle subunit p44S10) (p42A)	PSMD6 KIAA0107 PFAAP4	Homo sapiens (Human)	389
Q6PEW0	PRS54_HUMAN	reviewed	Inactive serine protease 54 (Cancer/testis antigen 67) (CT67) (Plasma kallikrein-like protein 4)	PRSS54 KLKBL4	Homo sapiens (Human)	395
P24158	PRTN3_HUMAN	reviewed	Myeloblastin (EC 3.4.21.76) (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3) (PR-3) (PR3) (Neutrophil proteinase 4) (NP-4) (P29) (Wegener autoantigen)	PRTN3 MBN	Homo sapiens (Human)	256
P55786	PSA_HUMAN	reviewed	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	NPEPPS PSA	Homo sapiens (Human)	919
Q8WWY3	PRP31_HUMAN	reviewed	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31)	PRPF31 PRP31	Homo sapiens (Human)	499
P62333	PRS10_HUMAN	reviewed	26S protease regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)	PSMC6 SUG2	Homo sapiens (Human)	389
P62191	PRS4_HUMAN	reviewed	26S protease regulatory subunit 4 (P26s4) (26S proteasome AAA-ATPase subunit RPT2) (Proteasome 26S subunit ATPase 1)	PSMC1	Homo sapiens (Human)	440
P35998	PRS7_HUMAN	reviewed	26S protease regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2) (Protein MSS1)	PSMC2 MSS1	Homo sapiens (Human)	433
P25787	PSA2_HUMAN	reviewed	Proteasome subunit alpha type-2 (EC 3.4.25.1) (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	PSMA2 HC3 PSC3	Homo sapiens (Human)	234
Q06323	PSME1_HUMAN	reviewed	Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)	PSME1 IFI5111	Homo sapiens (Human)	249
Q92530	PSMF1_HUMAN	reviewed	Proteasome inhibitor PI31 subunit (hPI31)	PSMF1	Homo sapiens (Human)	271
P11464	PSG1_HUMAN	reviewed	Pregnancy-specific beta-1-glycoprotein 1 (PS-beta-G-1) (PSBG-1) (Pregnancy-specific glycoprotein 1) (CD66 antigen-like family member F) (Fetal liver non-specific cross-reactive antigen 1/2) (FL-NCA-1/2) (PSG95) (Pregnancy-specific beta-1 glycoprotein C/D) (PS-beta-C/D) (CD antigen CD66f)	PSG1 B1G1 PSBG1 PSGGA	Homo sapiens (Human)	419
P51665	PSMD7_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)	PSMD7 MOV34L	Homo sapiens (Human)	324
P48556	PSMD8_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31)	PSMD8	Homo sapiens (Human)	350
P61289	PSME3_HUMAN	reviewed	Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	PSME3	Homo sapiens (Human)	254
P29350	PTN6_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1)	PTPN6 HCP PTP1C	Homo sapiens (Human)	595
